"f1_player_id","attempts","recoveries","xRecoveries","RAE","RAE_per_attempt","player_effect","success_rate","player_name","last_name","first_name","handed","birth_date","position_group","primary_position"
"93dd4a43-8051-720f-47cc-fa4250b969ed",31,15,10.3513138443486,4.64868615565138,0.149957617924238,0.149957617924238,0.483870967741935,"Cederqvist, Filip","Cederqvist","Filip","L",2000-08-23,"F","LW"
"a65308f1-5c3e-a5de-87e2-cead7d9f44a7",16,10,5.49614130702707,4.50385869297293,0.281491168310808,0.281491168310808,0.625,"Guenther, Dylan","Guenther","Dylan","R",2003-04-10,"F","RW"
"cce167f2-c8fd-27c9-a350-0a4931c5b132",31,15,10.5240683220735,4.4759316779265,0.144384892836339,0.144384892836339,0.483870967741935,"Megna, Jayson","Megna","Jayson","R",1990-02-01,"F","C"
"c8d33732-42a1-d13e-323a-6457dc42307a",21,12,7.52955430604893,4.47044569395107,0.212878366378622,0.212878366378622,0.571428571428571,"Richards, Justin","Richards","Justin","R",1998-03-17,"F","C"
"604d9f76-2548-d1b7-d7db-bbeccf411412",18,11,6.5520640761462,4.4479359238538,0.247107551325211,0.247107551325211,0.611111111111111,"Walker, Nathan","Walker","Nathan","L",1994-02-07,"F","LW"
"2b318d4d-2e7b-6d8c-98a7-7d85c71436c5",46,19,14.5778125825939,4.42218741740606,0.0961345090740448,0.0961345090740448,0.41304347826087,"Walker, Sammy","Walker","Sammy","R",1999-06-07,"F","F"
"d1008d47-7d9a-b5ce-a5c4-11335e021805",25,13,8.89277582699742,4.10722417300258,0.164288966920103,0.164288966920103,0.52,"McKegg, Greg","McKegg","Greg","L",1992-06-17,"F","F"
"64897768-18c0-5c24-3bc4-1137682f7c4f",26,13,8.97843577251956,4.02156422748044,0.154675547210786,0.154675547210786,0.5,"Felhaber, Tye","Felhaber","Tye","L",1998-08-05,"F","LW"
"5e97725c-294e-9f96-1be5-1960f6b93d17",16,9,5.26068302210853,3.73931697789147,0.233707311118217,0.233707311118217,0.5625,"Gallant, Alex","Gallant","Alex","L",1992-12-08,"F","LW"
"db07a598-848d-2552-6cca-9e1ecaa9fd45",23,11,7.45068439519677,3.54931560480323,0.154318069774053,0.154318069774053,0.478260869565217,"Kent Elson, Turner","Kent Elson","Turner","L",1992-09-13,"F","F"
"5801ee51-cb4c-15b8-3d9d-757bd846feae",26,12,8.58325628919512,3.41674371080488,0.131413219646341,0.131413219646341,0.461538461538462,"Tufte, Riley","Tufte","Riley","L",1998-04-10,"F","F"
"022e15e8-84c5-2103-7225-91ae7102aaa0",21,10,6.6045084463771,3.3954915536229,0.161690073982043,0.161690073982043,0.476190476190476,"Lysell, Fabian","Lysell","Fabian","R",2003-01-19,"F","RW"
"92a1bf87-e138-f25a-ebab-c92e182b701e",19,10,6.64582034389518,3.35417965610482,0.176535771373938,0.176535771373938,0.526315789473684,"Pilon, Garrett","Pilon","Garrett","R",1998-04-13,"F","C"
"c5c3387a-6e3e-1ae9-824c-315974f6414e",35,15,11.7961066547276,3.20389334527243,0.0915398098649267,0.0915398098649267,0.428571428571429,"Berard, Brett","Berard","Brett","L",2002-09-09,"F","F"
"392760f4-597a-e47c-633f-1b9d29568423",20,10,6.9527726285887,3.0472273714113,0.152361368570565,0.152361368570565,0.5,"Leschyshyn, Jake","Leschyshyn","Jake","L",1999-03-10,"F","C"
"f4d0b772-1f4e-66ba-7ed2-54024c2c659b",23,11,7.96472501828348,3.03527498171652,0.131968477465936,0.131968477465936,0.478260869565217,"Reichel, Kristian","Reichel","Kristian","R",1998-06-11,"F","F"
"585986b6-3712-2c35-2fca-81686469bf23",42,17,13.9745938446389,3.02540615536112,0.0720334798895504,0.0720334798895504,0.404761904761905,"Allison, Wade","Allison","Wade","R",1997-10-14,"F","F"
"1d2778e0-9709-3b32-491b-3b3f32c7bb09",32,14,11.003275504302,2.99672449569796,0.0936476404905614,0.0936476404905614,0.4375,"Gignac, Brandon","Gignac","Brandon","L",1997-11-07,"F","C"
"2fcd5eda-6ffa-3088-c189-0b3342a16345",31,13,10.0079444316442,2.99205556835578,0.0965179215598638,0.0965179215598639,0.419354838709677,"Fortier, Gabriel","Fortier","Gabriel","L",2000-02-06,"F","C"
"a4939932-d13e-4c1e-b534-699402d2888a",25,12,9.01653587157631,2.98346412842369,0.119338565136947,0.119338565136947,0.48,"Laczynski, Tanner","Laczynski","Tanner","R",1997-06-01,"F","F"
"579da99e-0b65-5601-e4eb-7bf837211c3f",16,8,5.10898514290622,2.89101485709378,0.180688428568361,0.180688428568361,0.5,"Morrison, Cameron","Morrison","Cameron","L",1998-08-27,"F","LW"
"663df049-a045-0561-16e3-1db633a0723e",31,13,10.1504948073784,2.84950519262158,0.0919195223426317,0.0919195223426317,0.419354838709677,"Aston-Reese, Zachary","Aston-Reese","Zachary","L",1994-08-10,"F","C"
"8885b7bb-ab37-274e-de67-e4e0cb571d11",31,13,10.1809933742931,2.81900662570693,0.0909356976034492,0.0909356976034493,0.419354838709677,"Farinacci, John","Farinacci","John","R",2001-02-14,"F","C"
"9c3292d5-92cc-3760-dada-631102753a82",25,12,9.20437644964526,2.79562355035474,0.11182494201419,0.11182494201419,0.48,"Poganski, Austin","Poganski","Austin","R",1996-02-16,"F","RW"
"321ccb94-26f9-bf52-17cf-db4a8b4d324d",23,11,8.23279935220958,2.76720064779042,0.120313071643062,0.120313071643062,0.478260869565217,"McCartney, Ben","McCartney","Ben","L",2001-07-13,"F","F"
"8cdcb61e-d733-bde6-a101-ef3140e48149",29,12,9.25520712543324,2.74479287456676,0.0946480301574744,0.0946480301574744,0.413793103448276,"L'Esperance, Joel","L'Esperance","Joel","R",1995-08-18,"F","RW"
"650eabdc-aab3-679a-03a2-d086646b86b9",29,13,10.3092409056807,2.69075909431928,0.0927847963558374,0.0927847963558374,0.448275862068966,"Pare, Cedric","Pare","Cedric","L",1999-01-24,"F","F"
"ad46103a-4d3e-9234-dee6-f970fd779e79",29,12,9.40371404761494,2.59628595238506,0.0895271018063814,0.0895271018063814,0.413793103448276,"Blidh, Anton","Blidh","Anton","L",1995-03-14,"F","F"
"dc5a9c10-c8d3-52bc-fd80-b7186f383b34",19,9,6.42862789861107,2.57137210138893,0.135335373757312,0.135335373757312,0.473684210526316,"McKown, Hunter","McKown","Hunter","R",2002-08-18,"F","C"
"9b4ee081-3050-ae6e-ca41-47d034838030",27,12,9.47432072291697,2.52567927708303,0.0935436769290011,0.0935436769290011,0.444444444444444,"Dach, Colton","Dach","Colton","L",2003-01-04,"F","C"
"6b15df6f-e4cb-a8f9-2f8f-1985efc31e8d",39,16,13.5099341043893,2.49006589561071,0.0638478434771978,0.0638478434771978,0.41025641025641,"Kubiak, Jeff","Kubiak","Jeff","L",1994-01-18,"F","F"
"dd036e87-28ae-a770-1287-111ca91925a2",16,8,5.68761177028924,2.31238822971076,0.144524264356922,0.144524264356922,0.5,"Hinostroza, Vinnie","Hinostroza","Vinnie","R",1994-04-03,"F","C"
"4b99d7b8-d6b5-992f-cfee-3024717ea00e",12,6,3.69331971596062,2.30668028403938,0.192223357003282,0.192223357003282,0.5,"Polin, Jason","Polin","Jason","R",1999-06-17,"F","F"
"ac8def35-7690-efa6-0e76-cb51ada82cf5",16,8,5.69823977062085,2.30176022937915,0.143860014336197,0.143860014336197,0.5,"Koivula, Otto","Koivula","Otto","L",1998-09-01,"F","C"
"4e110e5d-1ce8-74cf-5df3-63609c738785",33,13,10.7083424829176,2.29165751708241,0.0694441671843154,0.0694441671843155,0.393939393939394,"Gaudette, Adam","Gaudette","Adam","R",1996-10-03,"F","RW"
"79b63b9f-49dc-162b-951e-053b32088ce5",16,8,5.73584388888058,2.26415611111942,0.141509756944964,0.141509756944964,0.5,"Smallman, Spencer","Smallman","Spencer","R",1996-09-09,"F","C"
"561c6f7f-ceeb-36da-d6e4-f2586e2e8316",36,14,11.764170186041,2.23582981395898,0.0621063837210829,0.0621063837210829,0.388888888888889,"Ostapchuk, Zack","Ostapchuk","Zack","L",2003-05-29,"F","C"
"29bef5a1-cfab-3a79-60d0-9389a42a0e4a",49,18,15.7686056668146,2.23139433318541,0.0455386598609267,0.0455386598609267,0.36734693877551,"Cassels, Cole","Cassels","Cole","R",1995-05-04,"F","F"
"4b82112b-52bb-febc-3fbb-b51f3d1a7dd1",30,12,9.80472789568309,2.19527210431691,0.0731757368105637,0.0731757368105637,0.4,"Brind'Amour, Skyler","Brind'Amour","Skyler","L",1999-07-27,"F","C"
"9123cf74-4ebf-4134-8942-ac14445c836b",31,13,10.8205297093661,2.17947029063393,0.0703054932462558,0.0703054932462558,0.419354838709677,"Todd, Nathan","Todd","Nathan","R",1995-12-02,"F","F"
"a6b4086e-956a-6a17-e22c-83858e92ef99",43,16,13.8602380749417,2.13976192505828,0.0497619052339134,0.0497619052339134,0.372093023255814,"Condotta, Lucas","Condotta","Lucas","L",1997-06-19,"F","LW"
"e1eda887-4254-92a8-6144-360df62f16c1",18,8,5.90188959698017,2.09811040301983,0.116561689056657,0.116561689056657,0.444444444444444,"Arseneau, Vincent","Arseneau","Vincent","L",1992-03-26,"F","LW"
"48d0d556-7f19-8d92-f6ff-b83120c8c32b",17,7,4.91435890450905,2.08564109549095,0.122684770322997,0.122684770322997,0.411764705882353,"Hofer, Ryan","Hofer","Ryan","L",2002-05-10,"F","RW"
"a2f8a1c4-75eb-63d8-4e1d-dbb361fdaeb0",14,7,4.9145144634843,2.0854855365157,0.148963252608264,0.148963252608264,0.5,"Foudy, Jean-Luc","Foudy","Jean-Luc","R",2002-05-13,"F","RW"
"9b73814b-a50e-958a-a5e4-15cf0373d762",16,8,5.95661560445131,2.04338439554869,0.127711524721793,0.127711524721793,0.5,"Parssinen, Juuso","Parssinen","Juuso","L",2001-02-01,"F","C"
"b0ca309f-321f-7119-6c17-cf1437cc9bd8",37,14,11.9628492315234,2.03715076847664,0.0550581288777471,0.0550581288777471,0.378378378378378,"Elynuik, Hudson","Elynuik","Hudson","L",1997-10-12,"F","F"
"19c643ff-fb68-0999-d76d-840158053e4a",15,7,4.99010950790168,2.00989049209832,0.133992699473222,0.133992699473222,0.466666666666667,"Doty, Jacob","Doty","Jacob","R",1993-06-19,"F","F"
"03e51f3c-cfff-9ae9-5b2f-cb7e72a786cd",10,6,4.10184623779287,1.89815376220713,0.189815376220713,0.189815376220713,0.6,"Kindopp, Bryce","Kindopp","Bryce","R",1999-06-14,"F","RW"
"58b0c680-a304-643d-ce76-6451b920519a",15,7,5.11495077873076,1.88504922126924,0.125669948084616,0.125669948084616,0.466666666666667,"Rau, Kyle","Rau","Kyle","L",1992-10-24,"F","F"
"e2214881-b6b0-b1c9-6e83-a6b289c4f33f",12,6,4.14018378176011,1.85981621823989,0.154984684853324,0.154984684853324,0.5,"Primeau, Mason","Primeau","Mason","L",2001-07-28,"F","F"
"af933b87-4f83-feaa-feff-6f90363db186",34,13,11.1616062901479,1.83839370985213,0.054070403230945,0.054070403230945,0.382352941176471,"Sabourin, Scott","Sabourin","Scott","R",1992-07-30,"F","F"
"ba6ccd17-6b01-8ed6-8af9-e37cd98df349",10,5,3.17522199019643,1.82477800980357,0.182477800980357,0.182477800980357,0.5,"Fagemo, Samuel","Fagemo","Samuel","R",2000-03-14,"F","LW"
"1f87233d-cd1d-1ebf-d866-e777d5b45092",24,9,7.19342988212799,1.80657011787201,0.0752737549113336,0.0752737549113336,0.375,"Edstrom, Adam","Edstrom","Adam","L",2000-10-12,"F","C"
"17494d44-9ff1-9cf3-5f99-cc754342c12f",20,8,6.24705713490346,1.75294286509654,0.0876471432548268,0.0876471432548268,0.4,"Bishop, Clark","Bishop","Clark","L",1996-03-29,"F","C"
"2169a8c5-6ecd-6471-78be-1fd91f858e82",32,13,11.2736392616546,1.72636073834539,0.0539487730732934,0.0539487730732934,0.40625,"Chibrikov, Nikita","Chibrikov","Nikita","L",2003-02-16,"F","LW"
"caea29a5-fbb3-0a09-a224-442a8a2efb50",10,5,3.27446629835985,1.72553370164015,0.172553370164015,0.172553370164015,0.5,"Rees, Jamieson","Rees","Jamieson","L",2001-02-26,"F","LW"
"b8541c9c-40ff-8902-1a40-af7c2916bfaa",23,9,7.30481045297759,1.69518954702241,0.0737038933488003,0.0737038933488003,0.391304347826087,"Geertsen, Mason","Geertsen","Mason","L",1995-04-19,"F","LW"
"5ad461c4-01e6-3090-18c9-0aa215276809",24,10,8.33550738896772,1.66449261103228,0.0693538587930116,0.0693538587930116,0.416666666666667,"Gushchin, Danil","Gushchin","Danil","L",2002-02-06,"F","F"
"596db0b3-b0e7-ce8e-41f6-7008175ce45c",24,9,7.34936749051518,1.65063250948482,0.0687763545618674,0.0687763545618674,0.375,"Gust, David","Gust","David","R",1994-02-21,"F","F"
"8bf524f6-7499-1f04-dd8e-e7e80934fb0f",22,9,7.4265385084001,1.5734614915999,0.0715209768909043,0.0715209768909043,0.409090909090909,"Kuntar, Trevor","Kuntar","Trevor","L",2001-06-20,"F","LW"
"42e3b869-a651-df12-3291-53f0f3320501",25,10,8.50244949431466,1.49755050568534,0.0599020202274136,0.0599020202274136,0.4,"Gettinger, Timothy","Gettinger","Timothy","L",1998-04-14,"F","LW"
"15f4d004-953c-10f0-c9f3-d5e55866559b",16,7,5.52910190786532,1.47089809213468,0.0919311307584178,0.0919311307584178,0.4375,"Pederson, Lane","Pederson","Lane","R",1997-08-04,"F","C"
"e88acb6b-d5da-6c45-42b6-b77998c3203f",19,8,6.6269228292312,1.3730771707688,0.0722672195141473,0.0722672195141473,0.421052631578947,"Rousek, Lukas","Rousek","Lukas","L",1999-04-20,"F","RW"
"3bc06bbe-5d1f-aa0b-c51e-f0c83f70803a",24,10,8.64801194277816,1.35198805722184,0.0563328357175765,0.0563328357175765,0.416666666666667,"Petan, Nic","Petan","Nic","L",1995-03-22,"F","F"
"16639321-8e4f-7071-4f1a-276266715f99",14,6,4.6687059959919,1.3312940040081,0.0950924288577214,0.0950924288577214,0.428571428571429,"Peca, Matthew","Peca","Matthew","L",1993-04-27,"F","C"
"58ff86bf-e659-f9dc-3f5f-6a51741e47ab",12,5,3.6753023451311,1.3246976548689,0.110391471239075,0.110391471239075,0.416666666666667,"Zohorna, Radim","Zohorna","Radim","L",1996-04-29,"F","C"
"bba30af5-560c-b50d-0be3-319e7be45c4d",12,5,3.67611089961418,1.32388910038582,0.110324091698818,0.110324091698818,0.416666666666667,"Nash, Riley","Nash","Riley","R",1989-05-09,"F","F"
"11fbe5d4-66ec-34ba-9657-09704f893154",21,9,7.71230406326013,1.28769593673987,0.0613188541304701,0.0613188541304701,0.428571428571429,"Toninato, Dominic","Toninato","Dominic","L",1994-03-09,"F","C"
"86d443fb-d036-6a5f-adfe-abd2286c4a74",27,10,8.7559842249667,1.2440157750333,0.0460746583345666,0.0460746583345666,0.37037037037037,"Blandisi, Joseph","Blandisi","Joseph","L",1994-07-18,"F","F"
"b8906cf1-9e34-5011-6bc4-1b7f5edaf259",24,9,7.77038034723253,1.22961965276747,0.0512341521986447,0.0512341521986447,0.375,"Raska, Adam","Raska","Adam","R",2001-09-25,"F","F"
"938c52ed-067f-8299-e70a-998704932bfd",16,6,4.78117254670534,1.21882745329466,0.076176715830916,0.076176715830916,0.375,"Sanford, Zach","Sanford","Zach","L",1994-11-09,"F","LW"
"d9cf213c-8aa3-ec29-2aa1-29c82ed7d5bb",31,11,9.85393795856401,1.14606204143599,0.0369697432721286,0.0369697432721286,0.354838709677419,"Raty, Aku","Raty","Aku","R",2001-07-05,"F","RW"
"46121515-ed91-d0e4-56cf-d0aca14a8b5a",15,6,4.86463230500774,1.13536769499226,0.0756911796661509,0.0756911796661509,0.4,"Koepke, Cole","Koepke","Cole","L",1998-05-17,"F","LW"
"4d3e2b74-879a-b997-e31f-715ee7403cb7",13,5,3.8948989155308,1.1051010844692,0.0850077757283997,0.0850077757283997,0.384615384615385,"Mersch, Michael","Mersch","Michael","L",1992-10-02,"F","RW"
"9c74b325-0fa9-5486-dd3f-f6b577678042",16,7,5.90075455806123,1.09924544193877,0.0687028401211729,0.0687028401211729,0.4375,"Pavel, Ondrej","Pavel","Ondrej","L",2000-08-29,"F","F"
"0e576680-d92a-8954-1c02-51bab3e6670c",26,9,7.94485991690305,1.05514008309695,0.0405823108883442,0.0405823108883442,0.346153846153846,"Kelemen, Milos","Kelemen","Milos","L",1999-07-06,"F","F"
"ef6ffa30-eb7b-716c-b66b-d0db438b2268",25,9,7.98982200107282,1.01017799892718,0.0404071199570871,0.0404071199570871,0.36,"Strome, Matthew","Strome","Matthew","L",1999-01-06,"F","RW"
"3a10f482-4800-bee5-3045-86b128ec6420",25,9,8.00943401243543,0.990565987564571,0.0396226395025828,0.0396226395025828,0.36,"Rempe, Matthew","Rempe","Matthew","R",2002-06-29,"F","C"
"41c74b24-2875-6f45-d954-11ac6d6c410b",24,9,8.1093427025289,0.890657297471105,0.0371107207279627,0.0371107207279627,0.375,"Sutter, Brett","Sutter","Brett","L",1987-06-02,"F","LW"
"c49719c8-8490-01cc-e81b-91996b030e35",23,8,7.15416248581225,0.845837514187749,0.0367755440951195,0.0367755440951195,0.347826086956522,"Jenik, Jan","Jenik","Jan","L",2000-09-15,"F","C"
"629d5563-2754-3120-3402-3b116164482f",22,8,7.16071354923692,0.839286450763077,0.0381493841255944,0.0381493841255944,0.363636363636364,"Bellows, Kieffer","Bellows","Kieffer","L",1998-06-10,"F","LW"
"a55a9dc4-0d17-6c79-1200-0e6282e49b76",16,6,5.19163142874993,0.808368571250071,0.0505230357031294,0.0505230357031294,0.375,"True, Alexander","True","Alexander","L",1997-07-17,"F","C"
"2e33542c-6735-7a9d-beb1-3911e384f921",26,9,8.20274144489086,0.797258555109142,0.0306637905811208,0.0306637905811208,0.346153846153846,"McDonough, Aidan","McDonough","Aidan","L",1999-11-06,"F","LW"
"bce6bdea-4c8a-8917-a11b-59ecf9c30b51",23,8,7.20786526695353,0.792134733046471,0.0344406405672379,0.0344406405672379,0.347826086956522,"Gardner, Rhett","Gardner","Rhett","L",1996-02-28,"F","F"
"f0eb7a58-4ead-3515-a883-490e844538f4",18,7,6.22343673293734,0.776563267062661,0.0431424037257034,0.0431424037257034,0.388888888888889,"Podkolzin, Vasily","Podkolzin","Vasily","L",2001-06-24,"F","RW"
"af1d2155-8151-1411-7139-22b219311670",20,7,6.23823812310862,0.761761876891379,0.0380880938445689,0.038088093844569,0.35,"Perreault, Jacob","Perreault","Jacob","R",2002-04-15,"F","RW"
"8b43652c-1ab8-e931-e045-ca9cd839d10b",14,5,4.23870768802798,0.761292311972023,0.054378022283716,0.054378022283716,0.357142857142857,"McCormick, Max","McCormick","Max","L",1992-05-01,"F","F"
"5bd9a56b-e7ed-0f23-4c35-63587ff2bd90",29,10,9.25223023193001,0.747769768069992,0.0257851644162066,0.0257851644162066,0.344827586206897,"Kaspick, Tanner","Kaspick","Tanner","L",1998-01-28,"F","F"
"cea95974-dc8a-a373-919e-beb7ff91d488",24,8,7.25514285414885,0.744857145851148,0.0310357144104645,0.0310357144104645,0.333333333333333,"Murray, Brett","Murray","Brett","L",1998-07-20,"F","LW"
"8dfc4cd9-4bed-d27e-f82a-aac7483571b8",28,10,9.28252683507556,0.717473164924439,0.0256240416044442,0.0256240416044442,0.357142857142857,"Stankoven, Logan","Stankoven","Logan","R",2003-02-26,"F","C"
"5a453d9b-d3e9-d3cf-af18-be043e9650b3",28,10,9.28572691851586,0.714273081484139,0.0255097529101478,0.0255097529101478,0.357142857142857,"Rempal, Sheldon","Rempal","Sheldon","R",1995-08-07,"F","F"
"3fa9dd4a-efae-a4f4-e00c-d5885556b815",16,6,5.2907938913631,0.709206108636896,0.044325381789806,0.044325381789806,0.375,"Meyers, Ben","Meyers","Ben","L",1998-11-15,"F","C"
"3f1cb8fd-1aa5-5b5c-a0f1-d8dbb7756d87",22,8,7.31994852620393,0.680051473796065,0.0309114306270939,0.0309114306270939,0.363636363636364,"Durandeau, Arnaud","Durandeau","Arnaud","L",1999-01-14,"F","LW"
"1e248371-8cd8-2ae1-7132-6212cfafbe89",15,5,4.32359901627454,0.676400983725458,0.0450933989150305,0.0450933989150305,0.333333333333333,"Holland, Peter","Holland","Peter","L",1991-01-14,"F","F"
"b3762305-438c-1b85-1c59-1a831d98849c",17,6,5.32868025280152,0.671319747198483,0.0394893968940284,0.0394893968940284,0.352941176470588,"Pekar, Matej","Pekar","Matej","L",2000-02-10,"F","F"
"9d227775-ff40-8878-dbd2-b275f291952a",27,9,8.34113079613696,0.658869203863039,0.0244025631060385,0.0244025631060385,0.333333333333333,"Karlstrom, Fredrik","Karlstrom","Fredrik","L",1998-01-12,"F","LW"
"f3124fb4-5a13-5eb9-b17e-591923ba6356",19,7,6.34955413667725,0.650445863322749,0.0342339928064605,0.0342339928064605,0.368421052631579,"Morrison, Logan","Morrison","Logan","R",2002-07-09,"F","F"
"9a673947-843b-c6fd-0b7e-35c0d46cf23f",19,7,6.35524184940161,0.64475815059839,0.0339346395051784,0.0339346395051784,0.368421052631579,"Sokolov, Yegor","Sokolov","Yegor","R",2000-06-07,"F","F"
"1528eac5-8aa1-8745-fd3f-52cb7c35ab0d",22,8,7.35890151472056,0.64109848527944,0.0291408402399746,0.0291408402399745,0.363636363636364,"Seney, Brett","Seney","Brett","L",1996-02-28,"F","F"
"67e1e8ce-d6e8-927b-8a0f-0eaf39b35fc6",24,9,8.38673481203818,0.613265187961815,0.0255527161650756,0.0255527161650756,0.375,"Pinho, Brian","Pinho","Brian","R",1995-05-11,"F","F"
"d29ba519-c5d9-1220-eda7-e0ec41379e99",11,4,3.39293085618659,0.607069143813415,0.0551881039830377,0.0551881039830377,0.363636363636364,"Nikolayev, Ilya","Nikolayev","Ilya","L",2001-06-26,"F","F"
"00107e79-8a36-de05-69c7-86087051c558",26,9,8.39545467031508,0.604545329684925,0.0232517434494202,0.0232517434494202,0.346153846153846,"Lombardi, Amadeus","Lombardi","Amadeus","L",2003-06-05,"F","C"
"2f0d296c-e9df-b8b7-f0e0-a135b8802329",34,12,11.4090897984313,0.590910201568652,0.0173797118108427,0.0173797118108427,0.352941176470588,"Soderblom, Elmer","Soderblom","Elmer","L",2001-07-05,"F","LW"
"a2e5ba9a-a3d2-3c36-25f5-6b71426f884d",31,10,9.41565486453287,0.584345135467128,0.0188498430795848,0.0188498430795848,0.32258064516129,"Kuhlman, Karson","Kuhlman","Karson","R",1995-09-26,"F","RW"
"e936a4e7-0304-42aa-1ad8-269904d96714",30,10,9.42034635056579,0.579653649434213,0.0193217883144738,0.0193217883144738,0.333333333333333,"Karlsson, Linus","Karlsson","Linus","R",1999-11-16,"F","C"
"54a93710-8748-9bc6-3c84-913918590be7",31,11,10.4246896871963,0.575310312803685,0.0185583971872157,0.0185583971872156,0.354838709677419,"Snively, Joe","Snively","Joe","L",1996-01-01,"F","LW"
"8dd277fe-98ea-6fe2-f846-af1ff688112e",23,9,8.44266261009425,0.557337389905754,0.024232060430685,0.0242320604306849,0.391304347826087,"Leonard, John","Leonard","John","L",1998-08-07,"F","LW"
"c9060c85-0600-ed69-de2d-6aa7611fc7bc",11,4,3.44378756725558,0.556212432744422,0.0505647666131293,0.0505647666131293,0.363636363636364,"Gaunce, Brendan","Gaunce","Brendan","L",1994-03-25,"F","C"
"12845e0c-fc7d-d76a-f026-bb69d8aad07e",18,7,6.47656413392304,0.52343586607696,0.0290797703376089,0.0290797703376089,0.388888888888889,"De Leo, Chase","De Leo","Chase","L",1995-10-25,"F","LW"
"ebb72d23-6b12-208b-62ee-393071bdb363",30,10,9.47891285082446,0.521087149175539,0.0173695716391846,0.0173695716391846,0.333333333333333,"Schwindt, Cole","Schwindt","Cole","R",2001-04-25,"F","RW"
"080a4b83-a144-5887-3f0e-084a2fbeb039",24,8,7.48270573701673,0.517294262983267,0.0215539276243028,0.0215539276243028,0.333333333333333,"Asselin, Samuel","Asselin","Samuel","L",1998-07-01,"F","F"
"2d0eb54e-169a-5f00-7761-2ca898c78da7",19,6,5.49398137117995,0.506018628820046,0.0266325594115814,0.0266325594115814,0.315789473684211,"Filipe, Matt","Filipe","Matt","L",1997-12-31,"F","LW"
"f689ab68-ff09-c472-b41e-9fe5260553a8",22,8,7.55589022159112,0.444109778408879,0.0201868081094945,0.0201868081094945,0.363636363636364,"Imama, Bokondji","Imama","Bokondji","L",1996-08-03,"F","LW"
"6702a3ca-377e-db75-149b-2621c1febba3",39,13,12.5780464300261,0.421953569973885,0.0108193223070227,0.0108193223070227,0.333333333333333,"Belzile, Alex","Belzile","Alex","R",1991-08-31,"F","F"
"c25ea63f-011d-ce60-d969-b7d83cf526b1",29,9,8.59143115888333,0.408568841116669,0.014088580728161,0.014088580728161,0.310344827586207,"Jones, Ben","Jones","Ben","L",1999-02-26,"F","C"
"967d9997-756d-44cc-889a-8c024fc10a3c",16,5,4.59378113560245,0.406218864397551,0.0253886790248469,0.0253886790248469,0.3125,"Robins, Tristen","Robins","Tristen","R",2001-11-15,"F","F"
